index,full_text,sentiment
478,davidwijaya halah halah marebo habis buat bayar angkotkagak ada ,Neutral
479,hakuxhiro imejin melahirkan di angkot wdyt,Neutral
480,dari braga mau balik ke apartment di gunung batu dari pada macet naik mobil mending nyobain kereta local jalan kaki ke stasiun bandung lalu naik kereta turun di stasiun cimindi cuma  menit dari stasiun naik angkot bentar smp depan apartment,Neutral
481,jadi warga jaksel enak ya aku pilihan transportasinya banyak dari depan gang ke jalan raya bisa naik angkot ini gratis di jalan raya tinggal pilih deh tuh mau naik mrt atau tj ,Neutral
482,kgxpressid sma belum punya motor min naek angkot,Neutral
483,buat angkot  yang demen nurunin penumpang di pinggir jalan lu ngeselin bner nyampe tujuan aja kga malah di suru nyambung angkot di suru bayar juga lagi,Negative
484,bener bgt yang bilang bekasi di antah berantah itu mah bekasi cikarang atau babelan tambun sanaan lagi kali wkwk rumah nyokap gw bener strategis bgt ke stasiun deket halte tj deket lrt jg deket yg lo naik motorangkot aja bisa mall udh otw  dan itu deket semua,Neutral
485,rakinuance playlist naik angkot kan rame tuh,Neutral
486, lalu lanjut  awal kost di bandung meski tidak menetap full tapi rasanya bandung ini punya tempat sendiri di hidup sekarang lagi kangennya jalan sendirian di bandung dengerin tulus di spotify sambil duduk depan di angkot cicaheum  ledeng ,Neutral
487,rakinuance selamat hari selasa mas raki kayaknya playlist angkot seru deh biar gak pusing,Neutral
488,kalau tidak alergi dan biduran maka saya naik angkot saja dan kalau sudah dekat baru naik ngocar  jadi jangan di pikirkan kerjaan enak dan seolah dapat uang  justru kami aktivis keluarkan uang dari kantong pribadi dan berhemat,Neutral
489,hendra jokerwedoks zarryhendrik waduhh  bisa nubruk itu angkot kalao disopirin si kenek jadinya yah kacaawww kacaawww  siapa sih bapak si kenek  ga bisa didik anak apa ya  ,Neutral
490,arungbudoyo catuaries di atas juragan angkot butut masih ada koalisi ojek pangkalan,Neutral
491,lari melewati shibuya pgc demi mengejar angkot gratis,Neutral
492,catuaries supremasi juragan angkot butut,Neutral
493,naik angkot pp k paket panas k coke float k  estimasi abis k kalau ga mampir ke tp,Neutral
494,kegblgnunfaedh pernah ajg pas di angkot wkwkw tai,Neutral
495,arungbudoyo supremasi angkot butut,Neutral
496,bapa shuttlenya kayak mang angkot berhenti dipinggir terus bilang neng naik ngga,Neutral
497,k hasilnya setara setoran angkot yang modalnya puluhan juta  sering ditanya ada peluang usaha apa yang pertama saya jawab pasti  jualan gula ps aja kedua saya anjurkan keluar rumah  kamu bawa duit k lakukan riset   riset apa coba nongkrong di warung kecil di ,Negative
498,alhamdulillah tumben gue ga keringetan di angkot hari ini,Neutral
499,warga dah dapet cobaan jalan kecil bolong mendaki menurun dan kebanyakan gak ada jalur pejalan kaki masih ditambah dgn adanya angkot dan kemampuannya utk berhenti di manapun kapanpun penumpang inginkan,Negative
500,lagi di angkot dan anteng menatap jalanan kota bandung padahal cuma ke kurdi tiba seorang wanita paruh baya ngomong teh meuni resep pananganna seeur bulu ,Neutral
501,knp gk ojek online sih sudah mahal ongkirnya angkot difungsikan lagi sih menurutku angkot ngesrepundip,Negative
502,kobokanaeru yg sabar bo lain kali kalo naik angkot bawaan dijaga dan dipegang erat,Neutral
503,masdanang duhhh rumahnya daerah mana tuh kak  ditempatku malah masih banyak angkot ngetem huhu  dhea,Neutral
504,yang naik angkot hati hati dan have fun ,Neutral
505,tiap main sm anya atau fara ada yg catcalling aja gue teriakin bacot lo mulut lo gapernah disekolahin tolol ah berisik sm supir angkot aja gue teriakin balik tp gajadi ribut soalnya blm ada sim,Neutral
506,basebdg dago panjang jalannya kak angkotbus yang lewat juga beda  yang full dari bawah merdeka sampai atas terminal itu angkot sthalldago dan kalapadago,Neutral
507,arungbudoyo adrianussatrio angkot jamblang yang lewat komplek antum kapan musnah,Neutral
508,gue senyum kek orgil di angkot,Neutral
509,adrianussatrio eh apa angkot putih  ya itu lah pokoknya ,Neutral
510,trauma sih dulu pas gua pulang sekolah naek angkot di jalan abis ada yg kecelakaan kelindes mobil dan jalanan macet jadi pelan mobilnya gua duduk dipinggir deket pintu otomatis ngeliat korban yg udh benyek itu gua sampe sebulan gak bisa tidur nyenyak selalu kebayang,Neutral
511,leeheeseing hi di angkot aja widayat,Neutral
512,tomuchis bukan cuma angkot yang ugalan mencintaimu pun harus ea,Neutral
513,miduk uki kasihan dapat tekanan keras kalau msh ingin naik angkot,Neutral
514,gerrys biasa om beda wilayahbeda jurisdiksibeda pelaksana dan beda penanganan jalan kecillingkungan padatangkot dan motorbelum pabrik yg menclak menclok dan banyak gang keluar masuk mau berharap sat set sat set yg ada malah geregetan,Neutral
515,inkyugg kek angkot aja ugal ugalan,Neutral
516,jam segini baru di angkot ksjshxjsksmndjdkdm telat gak yhhhh blom nunggu transjakarta blom lagi jalan  ke fakultasku yg jauh dari halte bejir aaaahhhh,Negative
517,basebdg ada angkot,Negative
518,bolupmixe jgnkan angkot motor aja udh kek ngajak tawur,Neutral
519,tukang angkot gasabaran bgt heran,Neutral
520,terngiang ngiang playlist amang angkot wkwkskssk,Neutral
521,cakep banget ih pls daerah gue butuh busway capek naik angkot amp  ojol skrg udh mahal mau hemat,Neutral
522,wah angkot mikrotrans lagi banyak buka rute darike lebak bulus akhir ini   beberapa minggu sebelumnya telah dibuka mikrotrans rute jak   blok m  lebak bulus,Neutral
523,basebdg ada angkot,Negative
524,radioelshinta situasi lalin station tj brt padat tdk ada polisi atau dishub atur lalin dan menertibkan ojol dan angkot ngetem ,Negative
525,lleeagurlls horordj dangdut yang biasa ada di angkot ,Neutral
526,basebdg ada angkot,Negative
527,idup lagi capekcapeknya sampe mimpi semalem gue malah mimpi nyasar naek angkot di jakut bjiirrrr ,Neutral
528,emotruman lagi nunggu angkot jurusan mars,Neutral
529,jiheonisloved dd kabur sekuat tenaga berlari mengejar angkot,Neutral
530,dahhyyyunnee duhhhh sori dah gua cabs duluan soalnye gua harus sekolah wks  ni jam sgini dah rame aja dah di angkot si shanika  bete bet gua ,Neutral
531,dialann pala ku kejedog angkot bjir,Neutral
532,aglchungha wkwkwkkw biar ga kaya angkot,Neutral
533,knp sih naik angkot tuh ngetem lama bangettt,Neutral
534,wajar orang males naek itu angkot supir angkotnya goblog,Neutral
535,zenaeide kejar kejar emang angkot,Neutral
536,diethingy aku home workout kdng aerobik jedag jedug angkot wkwkw nyaman aja ntr kelar itu skipping terus makan sayur kebutuhan aku sesuka itu sm sayur makan apapun yang bkin aku happy asal tau porsi sama coba semua masakan diet yg hemat dan pstinya ada dirumah seru bgt ak gk if btw,Neutral
537,pls oktober bulan gila jd tolong november nanti baik baik sama aku yaah aku udah gak kuat kalo harus nangis terus di angkot,Neutral
538,nisyatiara paic grabid kalo dibandung mah pake angkot terus kalo mau nanya harga ke penumpang sebelah otomatis bener harganya gakurang ga lebih insyaallah,Neutral
539,nanateokki maaf yaa aku trauma sama playlist angkot surga  met boboo ,Neutral
540,aku ge pas kuliah ngekos imah di ujung  kuliah di ujung berangkat ti isuk keneh ge angger weh telat kudu dianter ku si bapa bayangkeun imahkampus km can macet jaba baheula mah eweuh ojol naik angkot geus  jam jeung macet unggal poe kikituan teu tipes ge geus sukur,Neutral
541,discouze wontonify inget apa yg kita bilang dah awas lu masuk telinga kanan keluar naik angkot ,Neutral
542,mana ada arjuna narik angkot gitu  wkwkwwkkw kmpret lah ,Neutral
543,masalah sevel rame gue jd inget pas smp sering banget ke sevel abis pulang sekolah krn dulu naik angkot transit nyambung angkotnya pas banget depan sevel minimal seminggu sekali pasti mampir terus krn gue sekolah sampe sore kadang laper lagi tp uang pas pasan belinya nasgor rb,Neutral
544,jadi kangen pas pulang les waktu sd pulangnya naik angkot trus kadang x doang sih keknya mampir ke sevel buat beli slurpee ,Neutral
545,arcinead waktunya beralih jadi supir angkot,Neutral
546,putriainn padahal dulu angkot juga di demo sama ojek makanya angkot reni jaya sama pamulang  ga sampai malam,Neutral
547,cakwe angkot medan jam ohhh yeaaaahhh,Neutral
548,hasyimmah buat yg sering pakai transportasi umum pasti setuju terutama untuk angkot di jkt vibesnya sgt berbeda dgn bodetabek yg masih berbayar suka ngetem dan ugalugalan semua itu sudah  hilang dari jakarta  masih ada karena angkot antar provinsi diluar kewajiban pemkot dki,Neutral
549,lunemfs bjirr jruzan aph ntu angkot ny banh,Neutral
550,my leacon  jtl sopir angkot an hapal betul ini lagu,Neutral
551,tmcpoldametro mantap pak sikat terus pemotor lawan arah  ditunggu tindakan tegas nya thdp angkot ngetem,Neutral
552,lunemfs itu angkot gaib ya kok disana masih siang,Neutral
553,lunemfs bzirrr mw naik angkot nya donk banh,Neutral
554,broohanya beberapa lagu dj angkot yg kanecontoh nya ini,Neutral
555,sosmedkeras apalagi pulang sekolah bawa payung sambil makan batagor buat jalan cari bisangkot,Neutral
556,anjing ni warkop jedag jedug angkot bangsat,Neutral
557,fakta menarik sopir angkot omeli pengemudi alphardbisa bawa mobil gak  youtube fakta menarik sopir angkot omeli pengemudi alphardbisa bawa mobil gak fakta baru tekateki pengemudi mobil alphard milik tuti suhartini dan  ,Neutral
558,plitik seperti angkot bisahnya maju terus susah mundurnya,Neutral
559,meyychie ak lgi dengeri dj angkot enak banget coy,Neutral
560,kalo nabraknyerempet sm sopir angkot serba salah marah gaguna dia jg gapunya duit buat ganti ga marah kesel batindianya sok bener ntar,Neutral
561,pastih yang nyeruduk angkot warna coklat putih awokawok angkot blio sangat agresif spt pembalap jalan berdasarkan pengalaman pribadi,Neutral
562,dawnonfriday ketauan u sering nonton tiktok dj angkot kan,Neutral
563,ya maap sie kirain punya playlist dj angkot  lmarshajkt tapi tetep aja kamu jametz makasiii sorumnya betah betah sama fanbase kejam ini ya  ,Neutral
564,jakamtp dj angkot yg mana plis aku mau dengerin,Neutral
565,itsurboihyl ini kejadian  sekarang udh cerai karena akses kendaraan udh bagus dulu pp  rb karena pake ojek angkot gada jalan jele blm ongkos makan karena si ojek bakalan nunggu seharian taro lah  sementara buat makan dan pakaian bayi aja minjem dan minta tetangga,Neutral
566,sama jalannya kenceng bener itu kek copet baru turun dari angkot slow ajah jalannya model kagak ada jalannya kenceng begitu  duuh sosmed isinya apaan bae ini ,Neutral
567,masih belum luluh sekedar kek hah gila  effort selanjutnya waktu jaman maba aku ga mau naik angkot ke kampus karna emg orgnya mudah mabuk amp  lebih milih jalan jarak kos ke gedung kuliah km n mendaki kampus aku jalanannya mendaki curam dan itu capek bgt dan dia mau nemanin,Negative
568,jakamtp mo nyopet susah angkot disini dunn,Negative
569,curreintly dj angkot lebih asoy,Neutral
570,rikyabimanyu ngespun tilehopper bukan warga jakarta tp iri bgt sama jaklingko nya yg terintegrasi  angkotnya nyaman bisa bayar pake emoney trs ber ac juga turun dri tj nyambung angkot lagi enak,Neutral
571,gue jabanin banget lahhh besok ke rumah jeni naek angkot hahaha,Neutral
572,daritadi kepikiran lagu yg diputer di angkot enak tp ga tau judul,Neutral
573,hdnsol kegblgnunfaedh gw lagi sakit tapi karna ada ulangan jadi maksain sekolah ehh ga lama si mang angkot nya tuh ngomong jaman sekarang anak sekolah udh main pacaran aja padahal jaman kita mah ga pernah sekolah sambil pacaran ya bu nah ini ngomongnya ke ibu yg di sebelah gw mana kenceng lagi,Neutral
574,momogifruitss krabx convomfs g ada angkot kak paling ojek,Neutral
575,hdnsol kegblgnunfaedh pernah sm supir angkot jadi kan gw mau sekolah naik angkot sm adik gw fyi kita cuma beda setaun dan dia lebih tinggi terus ya udh tuh naik angkot pake seragam putih abu terus adik gw tuh duduknya emang mepet banget ke gw tangan gw jg di pegangin karna emang waktu itu gw lagi,Neutral
576,meyychie dj angkot sayyy untuk apa galau,Neutral
577,pernah nyetir motor abis putus bener bener kaya orang linglung sambil nangis nyelonong aja gag ngeh lampu merah and hampirrrr ditabrak angkot ,Neutral
578,belovedriize kek naik angkot,Neutral
579,medan lagi pembangunan dimanamana kemanamana macetnya minta ampun seharian ini naik turun angkot ada  kali rasanya tenagaku terkuras habis,Neutral
580,mphinyakook disitu ada ga angkot begini,Neutral
581,dsuperboy yg tinggal di desa agak sulit mencari transport lain angkot gak ada ojek lbih mahal naik sepeda gak bakal nyampe  jadi yg dipotong uang makannya,Neutral
582,alzadrien boleh ko asal jangan mepet aja kaya di angkot btw turut berduka atas akunnya ya ko ,Neutral
583,rekamilusi sepertinya kamu butuh lagu dj angkot jedag jedug full bass,Neutral
584,bruoncy isinya lagu jedag jedug angkot,Negative
585,conxstellation dj angkot yang mana satu,Neutral
586,besok kembali ke kotaku yang paling aku cintai bandung walau sering ngumpat tapi udah saatnya kembali ke rutinitas marahin angkot ngetem tibatiba dan pemotor nyalip matah dari kiri,Neutral
587,mirthfulhue foto kedua very abangabang angkot vibes,Neutral
588,euureureong tau yak abang juga lagi relate nya sama dj angkot,Negative
589,periwinklebeer sophoraaatwitt gaboleh km hrs naik kapal adriel nayla  cepat naik nnti ku setel playlist angkot,Neutral
590,eh ini remixnya asik jg jir kek lagu angkot ,Neutral
591,doyougz hey asli playlist angkot gak ada obat ayo kak bareng anak riyo kita ajak jedag jedug playlist angkot ,Neutral
592,kdramamenfess sedih si tapi pas kwangsoo keluar karna dia member favorit kesel juga setelah keluar rm dia tetep mainnya di varshow huhu mudah mudahan ada keajaiban dia balik lagi ke rm somin juga sekarang lagi lucu lucunya tp kenapa keluar jugaa ,Neutral
593,doyeonkir padabal udah pake angkot ,Neutral
594,carmenbluuuu lah abis ngapain kok bisa dicium angkot,Neutral
595,kdramamenfess seru banget sih jokes nya juga masuk ke selera aku mungkin karna aku baru mulai nonton pas sma dan formasi membernya yg udh ada somin sama sechan tp sukanya emg pas mereka barengan lengkap aja klo yg outrun by running man aku kurang suka soalnya membernya ga lengkap,Neutral
596,asli kali bah supir angkot bujang ini yg ga kenalnya dia bahu jalan,Neutral
597,everglw bisa otw naik angkot ini kalo tau lokesyennya ,Neutral
598,baninelle haha udah agak ga napsu  udahan aja ya saya pulang  keberadaan saya disini ternyata tidak diharapkan  pundung pulang naik angkot cicaheum,Neutral
599,tfjakarta dishubjakarta dtkjofficial mikrotrans ga mau apa nih kerja sama dgn pemprov jabar dari jonggol  cileungsi  transyogi  cbb pp kan enak punya angkot murah fasilitas namber wan subsidi bisa patungan lah kalian antar pemprov,Neutral
600,kapook  okt winny  nov satang  nov bank thiti  nov mabelz  des nanon  des  siapa suruh ulang tahun lo semua dempetan udah kek di angkot,Neutral
601,useryerim maaf ya kalo berasa lagi galau tiba tiba diseret ke dalem angkot,Neutral
602,masrculin naik angkot bang,Neutral
603,banghaerin yang supir angkot itu jay dik,Neutral
604,udah ditahap setel playlist angkot ,Neutral
605,txtdaribandung chad banget w pas kuliah bojongsoang  setiabudi atas inget tah di angkot pernah cerik gara teu kuat ngampus jauh teuing jaba bekel artos ti kolot ge ngan cekap keur ongkos hungkul,Neutral
606,ponsel pertama itu siemens lupa tipenya ilang dicopet di angkot modus bolongin kantong pake cutter   ini yg kedua motorola c kl ngga salah tipe di jaman itu dia ada opera mini lg ngobrol temen lupa sesuatu wa googling   eh kok lu tau     ,Neutral
607,biskuataddict waaaaaa  dulu aku sering keliling kota naik angkot sampe colomadu  aku dulu di manahan tp aku aslinya wonogiri cuman skrng rantau di jkt udh  tahunan,Neutral
608,feminitsm kok gitu vn lagu angkot dong,Neutral
609,chanopus angkot gak tuh,Neutral
610,ya kaya angkot terong yang bolak balik padang medan gimana nongkrongnya,Neutral
611,convomfs pulang jam  sore biasanya gada angkot aku milih naik angkot biar irit ongkos karena tau pas pkl maaf kan ga di byar yaa tpi ongkos pulang pergi nya lumayan buat jajan aku disekolah seminggu untung nya partner pkl aku baik bgt kadang emg suka cekcok tp alhamdulillah smpe,Neutral
612,wayvofficial cintaku kecantol supir angkot  alafyu bang  ,Neutral
613,ga nder raziel age gapnya sama bininya  taun kelebihan  taun ga ngaruh umur hanya angkot,Neutral
614,pemerintah bloon ya spt ini gak punya mental bangun transportasi massal bangun saja bus sama angkot sby ku yg malang ess sapawargasby,Neutral
615,scftjaena neng angkot cantik bet,Negative
616,getapharita mau turun dari angkot ya dd ,Negative
617,collegemenfess ojol terus angkot lanjut lrt terus feeder jalan bentar dah sampe kampus tersayang,Neutral
618,collegemenfess banyak nder  ojol gt  kereta gt  angkot gt  jalan kaki,Neutral
619,ikut ngacung lah yang dari bandung timur d lama perjalanan terburuk  jam ke ganesha d kalau ingin waktunya berguna naik angkot terus tidur tapi resikonya tempat turunnya terlewat d  untuk naik angkot ke itb dari bandung timur ada tutorialnya di channel bermatematika,Neutral
620,abang angkot gabisa cepet apa ya jalannya aku kebelet ee,Neutral
621,bekasi mah angkot nya aja first class  ,Neutral
622,itsmeeeal untung bkn dj angkot,Neutral
623,collegemenfess kalo banyak waktu naek angkot krn murah kalo mepet naik ojol,Neutral
624, suka kesurupan sendiri kek tadi lagi upacara tibatiba muter playlist angkot super sialannnnn mana baris paling depan,Neutral
625,nyesel gabeli sate padang pas transit busway ke angkot laper bgtt,Neutral
626,zsunoou playlist angkot seru banget gak sih sun sini dengerin bareng gua,Negative
627,suegyoun ga ada yg naik angkot pada bocah smp untung ga di video in diviralin grgr nahan ketawa sambil liat hp,Neutral
628,naik angkot nangis,Neutral
629,bceauden dikit amat kalau naik angkot baru naik udah kiri lagi,Neutral
630,back  back kayak angkot lagi ngetem dah terus suaranya yang keras  banget wkwkwk berisik jujur,Neutral
631,siapa mau ikut ibadah bisa request apa aja terima dj angkot juga skuyy ,Neutral
632,rilzyyyy dj angkot bikin pusing,Negative
633,lunapipopeta nemu modelan begitu nggak di angkot kak,Neutral
634,cm kalian ke kampus naik apaaaaaaaaaaaaaa angkot jalan kaki ojol buroq bmw cacing besar alaska,Neutral
635,denger lgu ni udh brp kli yh hr ni bejir enak btul dj angkot satu ni,Neutral
636,berasa di angkot wkwkkw,Neutral
637,convomfs supir angkot,Neutral
638,ok sudah cukup nangisnya ak akan play jj angkot,Neutral
639,smaaa banget aku udah smt  sekrang ayam mcd duaduanya beli bubur tadi sore naek angkot tpi sambil jalan kaki,Neutral
640,mereka aja shock apalagi gue  udh segede itu anak ku  beneran nangis kan gue di angkot ,Negative
641,binastyagumelar mboh iki angkot opo tekan kalideres bekasi ,Neutral
642,kegblgnunfaedh gua naik angkot sambil nangis eh ada yg hibur anjir org ga kenal nyerocos aja dan gua cma bisa senyum sambil bercucuran air matahhh,Neutral
643,anyone ada yang mau sposes playlist angkot remix jedag jedug sama luna,Neutral
644,night dirve bukannya enak malah pala puyeng playlist adek kek angkot semua pusing dengernya ,Neutral
645, drop playlist angkot kalian dong aku bosen bgt pengen jedag jedug ,Neutral
646,eunwoofrot nebeng nebeng naik angkot kan bisa woo,Neutral
647,maaf gue cuma lagi menikmati lagulagu kalem ini sebelum dengerin lagu angkot besok malam  rasanya kayak diingetin besok ulangan matematika bab trigonometri,Neutral
648,rataunari luhk gwejch culik pake angkot,Neutral
649,maaf gue cuma lagi menikmati lagulagu kalem ini sebelum dengerin lagu angkot besok malam,Neutral
650,ayok sapa yang mau ikut naik angkot dari crb,Negative
651,duduknya jg pada hadap samping kyk di angkot ,Negative
652,anjg lagi dengerin lagu penjaga hati tbtb ke shuffle dj angkot ,Neutral
653,siapa bilang angkot ac cuma ada di jakarta nih di jerman jg ada angkot ac wkwkwkw ,Neutral
654,yaalah jadi inget dulu jaman smp pas mau pulang ketemu nyokap temen gw  si ibu tau cerita lagi banyak yg kecopetan di angkot dan disuruh hati pulangnya  eh bener aja pas naik angkot temen gw kecopetan dong handphone nya raib,Neutral
655,kegblgnunfaedh plng kerja malem sekitar jam  jalan kaki sendirian  km dari jalan raya menuju rumah karna naik angkot dan gaada ojek kepikiran takut tbtb ada yg ikutin atau apapun itu tp alhamdulilah masih diberi keselamatan ,Neutral
656,mau bikin side acc ada yg mau gue angkot gak,Neutral
657,tkil jangan lupa bawa antimo ya kereta whoosh kan cepetnya x angkot dago,Neutral
658,daks daks mun naek angkot nyebut kiri na pas si supir keur nyiap bakal kumaha nya wkwk,Neutral
659,winterdc aduhh ak ketinggalan angkot tadi,Neutral
660,yang anakanak gaul nongky di sevel beli slurpee sisanya nongky di madura beli granita abis itu nebeng losbaktruk karna ongkos angkot udah jadi granita  biji owkowkwokw gadeng emang biar hemat aje,Neutral
661,aszfarus dj angkot fungki rimek mana,Neutral
662,ges dari sudirman ke blok m naik angkot apa ya,Neutral
663,dulu nonton playfull kiss di tv waktu masih smp kelas  baru kelar eps  di tv ga sabar nunggu besok buat eps selanjutnya  trus ngajak temen pulang sekolah naik angkot melipir dulu ke kang dvd beli kasetnya rb,Neutral
664,heizoufisip duh ra denger lagu dj angkot kata gue,Neutral
665,kiri kiri kiri naik angkot,Neutral
666,cindybearnz emg boleh se angkot itu ka cinn,Neutral
667,tadi ketemu ibu super baik banget aku ditemenin naik jaklingko sampe stasiun dikasih arahan dijagain pas ketiduran di angkot kebiasaan jelek huhu makasih ibu lobu semoga sehat selalu mwa ,Neutral
668,kuwiracer engga tau all my homies naik angkot carry,Neutral
669,anda sopan kami segan stiker old style di pintu angkot tua itu mungkin tak menarik tp saya melihat di dalamnya ada sikap tegas bersahaja  apalagi di bawahnya ada coretan vandalis dengan spidol anda cengengesan kami ratakan   wah   celahawan ,Neutral
670,chimmynunna oalahh kalo di terminal rata nunggu penuh dulu kayaknya ka  aku juga sebel kalo naik angkot yg lama ngetem nya padahal udah capek bgt,Neutral
671,wkt itu krn ga tau halte unpad lebi deket ama itb daripada ipdn malah turun di ipdn trus naik angkot gws antimonos,Neutral
672,rukyodgaf kalo mau playlist angkot gue banyak kak,Neutral
673,bucinizone tpi beneran syok dg kelakuan org skrg baru bgt kapan hari naik angkot ada anak smp jg kyk gt motoin ibuibu trus diketawain sama temennya lewat chat benerbener dah org org pada kenapa otaknya ,Neutral
674,ntar sambil nunggu reset nyetel playlist angkot,Negative
675,chimmynunna kak tips kalo mau naik angkot yang ga lama ngetem jangan langsung naik tunggu dulu agak jauhan dari tempat angkot nya nah pas udah mau jalan baru diberentiin wkwk,Neutral
676,jujur kalo lrt reliable jadwalnya sebenernya mending naik lrt drpada bis tayo even dibanding naksi karena muaaalllll  apakah w cocoknya naik angkot aja,Neutral
677,cindybearnz playlist naek angkot dong,Neutral
678,kami tak bisa meremajakan angkot membeli bus dan kereta listrik atau merombak titik pemberhentian  maka yg kami lakukan adalah membuat masyarakat setidaknya terinformasikan lebih baik tentang keberadaan transportasi publik di bandung di antaranya melalui peta amp  wayfinding ,Negative
679,chimmynunna males nya naik angkot tuh karna ini,Neutral
680,kesel abisnya harusnya kan sat set sat set krl tuh ini malah ngetem mulu udh kek angkot anying mana lama banget kalo udh ngetem,Neutral
681,kenaaapaaa krl hobi banget ngetemmm akhir iniii peralihan jd angkot khhh gembel kali,Neutral
682,sehunnieverseu playlist angkot jedag jedug gapernah salah ,Neutral
683,kanayanurk kapannn pulangg naikk angkot,Neutral
684,supir angkot babi maju baru berapa menit mundur lagi ngetem sejam,Neutral
685,kegblgnunfaedh jdi inget nangis di angkot listyanslm,Neutral
686,softlovebots tanyakanrl sy sdh sewa sribu angkot utk pawai brsama ratu,Neutral
687,jadwal stationhead w perjalanan pulang naik angkot ledeng trs jalan kaki ke rumah atau parkir sh pas nugasbaca au jam segini sih biasanya,Neutral
688,pttransjakarta bertugas memberikan pelayanan terbaik dan nyaman bagi warga jika pelayanan buruk ini terus berlangsung maka pelanggan pasti pindah ke sepeda motor atau angkot rombeng tsb,Negative
689,cindybearnz tuhkan playlist angkot emang the besttttt,Neutral
690,pernah nyatuin bangku berjejer abis itu ambil jaket trus tidur besoknya langsung ada yg bawa tikar dari rumah  kadang kalo ada gitar sekelas nyanyi bareng sambil gitaran ada jga yg bawa speaker trus mutar playlist angkot ato kadang main kuis dibagi dua tim huhu jadi kangen,Neutral
691,kelas  smp moving class temen sekelas yg cowo pada solid drama balik sekolah naik angkot war coc di kantin main ke kelas sebelah beli martabak mini  ngambil ,Neutral
692,angkot tuh penipu,Negative
693,sosmedkeras sumpah gue pernah ketemu ini juga di bus stop jack linko gue sma tmn gue lagi nunggu angkot kebetulan dia juga gw duduk samping dia sambil nyilangin kaki juga dia ngomel tapi gua iyain aja mungkin emng bnr sakit klo kaya gitu ,Neutral
694,gw rasa di dunia ini yang paling banyak masalahnya tu driver jaklingko galak banget buset kata gw mah mending narik angkot biasa aja kalo ngerasa gajinya kurang,Neutral
695,hari ini aku abis mencoba rute angkot baru p ,Neutral
696,kitaamltf angkotnya bikin adem serasa di hotel bintang lima boleh kah aku ikut naik angkot nya ,Negative
697,perlu jadi catatan pttransjakarta jalur f tn abang kp melayu hanya  bus jam pulang kerja penuh sesak bukan main sy tny petugas knp hny  bus katanya diprotes angkot pertanyaan saya kno dibiarkan apakah takut apa ada kesepakatan agar pelayanan dan jumlah armada kurang,Neutral
698,paineapplee lagi siapa juga yg mau onani di angkot ,Neutral
699,txtdrbekasi jalanan depan stasiun kranji emang berasa di medan peperangan macet gak kondusif orang emosian semua angkot ngehe petugas gak ada ,Neutral
700,giasteno ayo lu nanti dj tema musik angkot nanti gua spill,Neutral
701,nunda istirahat cz ada kerjaan lupa gabawa tunai pulang tiba tiba jalan mo naek angkot lupa gabawa tunai,Neutral
702,pernah mana pake acara salah naik angkot dan sekalinya turun jauh banget dari rumah,Neutral
703,tanyarlfes oiya bnyk banget yng begituan di angkot atau habis naik angkot dahh,Neutral
704,naek angkot lama naek motor pegel  ispa naek mobil macet tolonglah riset teknologi teleportasi dipercepat,Neutral
705,convomfs  anjir gue mah masih asik pulang sekolah brg temen naik angkot atau jalan panaspanasan,Negative
706,jeonwoneoo ayo dempet dempet kayak naik angkot,Neutral
707,sosmedkeras naha sih nya meni rame lika liku di nu krl ai di bandung mah asa dinu bus atawa di angkot eweuh ibu jangar kos kieu ,Neutral
708,tfsurabaya subcyclist projectkopsby aku gede nang sby pas kerja pindah jkt beda yg plg signifikan di sby kala itu dan skrg adlh kacrutnya transportasi publik di masa skrg moso angkotbemolyn tak tampak di mata yg byk malah motor,Neutral
709,dah gak tau berapa lagi supir angkot cibiru yang ngeliat aku nangis,Neutral
710,ariarjiwinata rgoestama cari di kelurahan harapan baru dekat summarecon ada tj langsung ke gatsu dekat stasiun bekasi tol bekasi barat kalau kehabisan kendaraan bisa naik angkot l dr pulogadung turun stbekasi,Neutral
711,eunwoci adaaaa pas s dulu tuuu aku kda bemotor looo sering menggembel di pinggir jalan nunggu angkot,Neutral
712,td kan seangkot sama org luar yaa karna kan kampus w banyak anak inter nyatrs ak teh mau turun angkot mau bilang excuse me malah jd punten pantes aja mereka nya teh diem aja,Neutral
713,pernahh dulu gua pas smp sering bgt abis pulsek ke sevel naik angkot trus beli nya minuman yg tinggal isi sendiri itu loh lupa namanya apa sekalian manfaatin wifi sevel berjam wkwkwk,Neutral
714,antiheromu gatauuu aneh banget ngejulidin orang naik angkot,Neutral
715,jir lagi dengerin di angkot eh abang angkotnya malah nyetel dj angkottt ,Neutral
716,convomf ibuku dulu nikah usia  diumur  thn kakak ku lahir dgn keadaan ada infeksi diwajahnya ampe bernanah gitu ibuku usia thn tiap hari gendong bayi sendirian cari obat keliling jawa timur naik angkot yg oper gitu hrs sendirian krn bpk ku harus kerja biar ada uang buat berobat,Neutral
717,jsnanrdi wkwk tadi nuker emas kan udah ya terus balik naik angkot eh ga lama baru ngeh blm nerima duit jt nya bjir trus balik deh jalan kaki,Neutral
718,zhajoon tanyakanrl ini gw kalo berangkat sama pulang sekolah dulu soalnya mager kalo harus nunggu angkot lain,Neutral
719,bahasbus aduh tangerang kabupaten nertibin angkot aja g bisa wkwkwk,Neutral
720,jokovhic siap tuan hari ini bawa yang kuning hijau atau ungu angkot,Negative
